deal_value,calls,emails,meetings,stage,industry,company_size,won
16508.88,4,6,0,NEW,OTHER,LARGE,0
14573.11,6,2,0,CONTACTED,HEALTHCARE,MEDIUM,0
6956.6,5,5,0,NEW,FINANCE,MEDIUM,0
520.31,4,0,0,CONTACTED,TECHNOLOGY,SMALL,0
3322.13,1,13,0,NEW,TECHNOLOGY,SMALL,0
3117.59,0,5,1,NEW,OTHER,SMALL,0
3961.7,0,5,0,NEW,FINANCE,MEDIUM,0
36391.28,4,11,0,NEW,HEALTHCARE,LARGE,0
1176.5,0,4,2,LOST,FINANCE,SMALL,0
1429.2,1,3,1,LOST,HEALTHCARE,SMALL,0
62879.94,3,11,0,QUALIFIED,OTHER,LARGE,0
1578.35,8,3,0,NEW,OTHER,SMALL,0
1600.64,13,21,4,NEGOCIATION,FINANCE,MEDIUM,1
4731.6,1,7,0,LOST,OTHER,MEDIUM,0
4688.4,3,9,2,QUALIFIED,OTHER,MEDIUM,0
3291.78,3,3,0,LOST,HEALTHCARE,SMALL,0
1821.05,0,5,2,QUALIFIED,OTHER,SMALL,0
3816.35,8,3,0,CONTACTED,TECHNOLOGY,MEDIUM,0
45777.1,6,4,0,CONTACTED,TECHNOLOGY,LARGE,0
1920.6,10,22,5,NEGOCIATION,OTHER,SMALL,1
1242.63,1,7,1,QUALIFIED,FINANCE,SMALL,0
9828.08,11,17,4,NEGOCIATION,OTHER,MEDIUM,1
25224.3,1,4,0,NEW,OTHER,LARGE,0
4923.4,7,9,0,QUALIFIED,TECHNOLOGY,MEDIUM,0
24947.67,3,2,1,NEW,OTHER,LARGE,0
1058.56,14,16,3,PROPOSITION,FINANCE,SMALL,1
1388.77,0,1,1,QUALIFIED,HEALTHCARE,SMALL,0
4925.34,6,8,0,NEW,HEALTHCARE,MEDIUM,0
4372.99,1,1,0,LOST,OTHER,MEDIUM,0
3415.96,15,23,4,WON,TECHNOLOGY,SMALL,1
2015.66,0,10,0,NEW,FINANCE,SMALL,0
8208.64,4,4,0,CONTACTED,EDUCATION,MEDIUM,0
1816.56,7,13,3,WON,EDUCATION,SMALL,1
3066.05,17,12,4,WON,EDUCATION,SMALL,1
6238.63,4,4,1,CONTACTED,TECHNOLOGY,MEDIUM,0
4954.5,7,0,1,CONTACTED,TECHNOLOGY,MEDIUM,0
4875.75,1,0,1,QUALIFIED,FINANCE,MEDIUM,0
1121.9,3,2,0,NEW,OTHER,SMALL,0
6661.83,3,1,0,LOST,TECHNOLOGY,MEDIUM,0
4797.63,0,7,0,LOST,TECHNOLOGY,MEDIUM,0
3636.6,5,7,0,LOST,OTHER,MEDIUM,0
9546.0,10,25,0,NEGOCIATION,TECHNOLOGY,MEDIUM,1
967.67,6,10,2,NEW,OTHER,SMALL,0
1463.74,5,4,0,CONTACTED,EDUCATION,SMALL,0
3022.56,3,1,0,CONTACTED,OTHER,SMALL,0
2117.01,4,10,1,NEW,TECHNOLOGY,SMALL,0
4775.65,0,4,1,LOST,TECHNOLOGY,MEDIUM,0
5713.59,9,0,0,LOST,EDUCATION,MEDIUM,0
5473.36,4,3,0,QUALIFIED,OTHER,MEDIUM,0
1978.32,3,10,1,CONTACTED,EDUCATION,MEDIUM,0
1518.33,0,4,1,LOST,TECHNOLOGY,SMALL,0
4057.25,1,10,0,CONTACTED,OTHER,SMALL,0
1300.28,15,24,4,PROPOSITION,OTHER,SMALL,1
1542.02,3,1,0,NEW,EDUCATION,SMALL,0
1379.1,1,5,0,CONTACTED,OTHER,SMALL,0
4664.76,5,6,1,CONTACTED,OTHER,MEDIUM,0
14644.41,9,20,0,WON,HEALTHCARE,LARGE,1
2306.23,0,4,0,CONTACTED,TECHNOLOGY,SMALL,0
1995.51,0,1,1,CONTACTED,FINANCE,SMALL,0
7817.57,17,17,6,WON,TECHNOLOGY,MEDIUM,1
1069.05,1,3,0,NEW,FINANCE,SMALL,0
4006.99,4,9,1,LOST,FINANCE,MEDIUM,0
4292.25,4,6,1,NEW,TECHNOLOGY,MEDIUM,0
30301.51,3,7,0,CONTACTED,FINANCE,LARGE,0
1216.08,14,16,11,NEGOCIATION,TECHNOLOGY,SMALL,1
8513.36,0,0,0,NEW,OTHER,MEDIUM,0
3272.17,0,8,0,NEW,OTHER,SMALL,0
2715.35,1,1,0,CONTACTED,TECHNOLOGY,MEDIUM,0
1414.55,2,0,0,LOST,OTHER,SMALL,0
1385.8,2,4,0,CONTACTED,HEALTHCARE,SMALL,0
23847.43,2,10,1,NEW,TECHNOLOGY,MEDIUM,0
3797.35,10,16,4,NEGOCIATION,TECHNOLOGY,MEDIUM,1
13447.86,0,3,0,NEW,HEALTHCARE,MEDIUM,0
2298.52,6,9,1,LOST,OTHER,MEDIUM,0
2714.08,8,0,0,NEW,EDUCATION,MEDIUM,0
1282.67,3,0,1,LOST,TECHNOLOGY,SMALL,0
2958.94,1,1,1,CONTACTED,TECHNOLOGY,MEDIUM,0
4184.99,0,7,0,NEW,FINANCE,MEDIUM,0
13411.33,6,4,0,NEW,TECHNOLOGY,LARGE,0
12412.52,3,8,0,CONTACTED,TECHNOLOGY,LARGE,0
3226.77,6,13,0,CONTACTED,TECHNOLOGY,SMALL,0
10242.25,2,8,1,QUALIFIED,OTHER,MEDIUM,0
2906.34,17,18,1,PROPOSITION,OTHER,SMALL,1
2349.6,0,9,0,NEW,FINANCE,SMALL,0
5196.01,0,5,1,NEW,OTHER,MEDIUM,0
1410.2,0,2,1,NEW,FINANCE,SMALL,0
2774.17,2,1,1,NEW,FINANCE,MEDIUM,0
2167.86,7,15,5,WON,TECHNOLOGY,SMALL,1
1005.44,6,9,1,LOST,HEALTHCARE,SMALL,0
2707.14,6,1,0,CONTACTED,OTHER,MEDIUM,0
9815.79,2,2,1,LOST,HEALTHCARE,MEDIUM,0
83320.87,0,6,0,LOST,FINANCE,LARGE,0
6222.81,0,9,0,NEW,HEALTHCARE,MEDIUM,0
9545.97,5,7,1,NEW,TECHNOLOGY,MEDIUM,0
1598.91,4,11,1,LOST,OTHER,SMALL,0
926.27,4,1,0,NEW,HEALTHCARE,SMALL,0
2455.5,17,19,4,PROPOSITION,FINANCE,SMALL,1
6915.87,6,4,0,CONTACTED,HEALTHCARE,MEDIUM,0
5130.72,3,2,0,NEW,HEALTHCARE,MEDIUM,0
1601.69,0,6,0,LOST,TECHNOLOGY,SMALL,0
8754.53,8,7,0,NEW,EDUCATION,MEDIUM,0
2720.47,0,2,0,NEW,TECHNOLOGY,MEDIUM,0
1227.96,2,4,0,NEW,EDUCATION,SMALL,0
1092.2,18,23,2,PROPOSITION,OTHER,SMALL,1
5171.84,7,4,1,NEW,OTHER,MEDIUM,0
2558.72,7,14,7,NEGOCIATION,HEALTHCARE,MEDIUM,1
13643.66,13,21,3,WON,HEALTHCARE,LARGE,1
1270.44,4,5,0,NEW,TECHNOLOGY,SMALL,0
18353.47,5,4,2,LOST,OTHER,LARGE,0
859.47,16,14,3,WON,TECHNOLOGY,SMALL,1
1888.62,0,7,2,NEW,FINANCE,SMALL,0
52739.11,0,1,0,NEW,TECHNOLOGY,LARGE,0
1934.77,21,19,6,PROPOSITION,TECHNOLOGY,SMALL,1
12391.83,0,2,0,NEW,HEALTHCARE,MEDIUM,0
3522.76,4,2,1,CONTACTED,TECHNOLOGY,SMALL,0
7837.23,5,0,0,CONTACTED,EDUCATION,MEDIUM,0
23208.64,5,4,0,CONTACTED,FINANCE,LARGE,0
1828.5,7,2,0,LOST,TECHNOLOGY,SMALL,0
7771.98,0,0,1,NEW,HEALTHCARE,MEDIUM,0
1486.48,0,5,0,QUALIFIED,TECHNOLOGY,SMALL,0
1588.41,1,0,1,NEW,TECHNOLOGY,MEDIUM,0
2312.31,0,7,0,CONTACTED,EDUCATION,SMALL,0
1027.07,7,4,0,CONTACTED,TECHNOLOGY,SMALL,0
1117.59,1,2,0,NEW,OTHER,SMALL,0
1808.24,3,7,0,NEW,TECHNOLOGY,SMALL,0
20607.55,4,4,2,LOST,TECHNOLOGY,LARGE,0
892.44,0,0,2,QUALIFIED,EDUCATION,SMALL,0
1964.01,3,4,0,LOST,FINANCE,SMALL,0
2930.91,5,8,1,LOST,TECHNOLOGY,SMALL,0
1028.47,4,0,0,NEW,FINANCE,SMALL,0
10545.87,6,6,0,LOST,TECHNOLOGY,MEDIUM,0
7389.98,0,0,2,NEW,OTHER,LARGE,0
5211.7,7,12,3,PROPOSITION,FINANCE,SMALL,1
16516.54,2,0,1,LOST,OTHER,LARGE,0
5363.49,0,7,0,NEW,OTHER,MEDIUM,0
702.03,9,12,4,NEGOCIATION,FINANCE,SMALL,1
4734.91,0,0,0,LOST,OTHER,MEDIUM,0
5636.9,10,13,5,WON,FINANCE,MEDIUM,1
4667.14,7,5,0,QUALIFIED,OTHER,MEDIUM,0
14851.31,1,4,0,CONTACTED,TECHNOLOGY,LARGE,0
1126.33,2,6,0,NEW,EDUCATION,SMALL,0
48599.51,3,7,0,NEW,FINANCE,LARGE,0
5006.46,6,4,0,LOST,FINANCE,MEDIUM,0
3906.42,7,22,5,NEGOCIATION,HEALTHCARE,SMALL,1
3583.55,9,12,3,WON,EDUCATION,MEDIUM,1
1454.77,10,23,0,WON,TECHNOLOGY,SMALL,1
38984.37,0,0,0,LOST,TECHNOLOGY,LARGE,0
1856.07,10,21,4,WON,EDUCATION,MEDIUM,1
985.62,8,8,2,NEGOCIATION,EDUCATION,SMALL,1
3129.86,0,8,0,NEW,OTHER,SMALL,0
2432.9,4,18,2,WON,OTHER,MEDIUM,1
728.13,8,25,3,PROPOSITION,OTHER,SMALL,1
4602.08,5,6,0,CONTACTED,EDUCATION,SMALL,0
900.63,0,4,0,NEW,TECHNOLOGY,SMALL,0
1982.39,7,3,1,NEW,TECHNOLOGY,SMALL,0
1871.59,0,0,1,CONTACTED,OTHER,SMALL,0
443.49,0,5,0,NEW,HEALTHCARE,SMALL,0
1581.84,5,7,0,NEW,TECHNOLOGY,SMALL,0
6432.05,0,2,0,NEW,FINANCE,MEDIUM,0
6078.94,8,4,1,NEW,OTHER,MEDIUM,0
2840.57,0,5,0,NEW,HEALTHCARE,SMALL,0
1489.59,4,1,0,NEW,FINANCE,SMALL,0
7536.42,3,1,0,LOST,FINANCE,MEDIUM,0
1280.92,0,0,0,CONTACTED,TECHNOLOGY,SMALL,0
893.16,0,3,1,CONTACTED,FINANCE,SMALL,0
944.95,1,6,1,NEW,FINANCE,SMALL,0
2044.14,1,5,0,NEW,TECHNOLOGY,MEDIUM,0
9006.95,1,9,1,CONTACTED,OTHER,MEDIUM,0
1980.8,5,5,0,CONTACTED,FINANCE,MEDIUM,0
5793.1,5,0,0,QUALIFIED,OTHER,MEDIUM,0
4189.96,9,6,1,NEW,OTHER,MEDIUM,0
1717.59,5,6,0,NEW,TECHNOLOGY,SMALL,0
11138.52,0,2,0,CONTACTED,EDUCATION,MEDIUM,0
1452.13,3,5,0,LOST,FINANCE,SMALL,0
7093.69,0,5,1,NEW,OTHER,MEDIUM,0
5026.8,0,1,0,CONTACTED,TECHNOLOGY,MEDIUM,0
4486.32,23,19,6,WON,EDUCATION,MEDIUM,1
5710.06,3,6,0,NEW,HEALTHCARE,SMALL,0
879.48,9,15,4,WON,TECHNOLOGY,SMALL,1
10651.75,1,5,0,CONTACTED,TECHNOLOGY,MEDIUM,0
7286.98,0,0,2,LOST,EDUCATION,MEDIUM,0
15745.86,8,8,0,LOST,EDUCATION,LARGE,0
4083.29,1,6,0,LOST,FINANCE,SMALL,0
1621.54,0,0,1,LOST,HEALTHCARE,MEDIUM,0
3593.71,2,4,0,NEW,FINANCE,MEDIUM,0
9452.76,0,4,0,CONTACTED,EDUCATION,LARGE,0
6293.36,10,27,4,WON,TECHNOLOGY,MEDIUM,1
2520.37,0,7,0,LOST,OTHER,MEDIUM,0
6373.08,2,6,1,QUALIFIED,TECHNOLOGY,MEDIUM,0
4394.63,0,7,0,NEW,FINANCE,MEDIUM,0
15747.74,0,11,2,NEW,TECHNOLOGY,LARGE,0
2195.85,1,8,0,LOST,TECHNOLOGY,SMALL,0
1580.8,0,7,1,CONTACTED,HEALTHCARE,SMALL,0
10280.0,8,4,1,NEW,TECHNOLOGY,LARGE,0
26392.2,2,13,1,NEW,OTHER,MEDIUM,0
3669.09,3,1,0,NEW,TECHNOLOGY,MEDIUM,0
596.57,4,9,1,CONTACTED,FINANCE,SMALL,0
1186.72,3,10,1,CONTACTED,FINANCE,SMALL,0
2297.63,0,1,0,CONTACTED,TECHNOLOGY,MEDIUM,0
8068.21,1,6,1,QUALIFIED,TECHNOLOGY,MEDIUM,0
2123.51,0,10,1,NEW,FINANCE,SMALL,0
2206.93,5,3,0,LOST,FINANCE,SMALL,0
3936.26,4,10,0,NEW,FINANCE,MEDIUM,0
1572.35,0,11,1,CONTACTED,HEALTHCARE,SMALL,0
16989.46,6,11,0,LOST,HEALTHCARE,LARGE,0
1736.11,9,5,2,NEW,TECHNOLOGY,SMALL,0
8112.81,0,9,0,NEW,FINANCE,MEDIUM,0
27868.51,9,3,1,NEW,OTHER,LARGE,0
6634.69,3,1,0,NEW,HEALTHCARE,MEDIUM,0
2321.06,0,3,1,LOST,EDUCATION,SMALL,0
8355.42,3,0,0,NEW,FINANCE,MEDIUM,0
2088.24,5,7,2,LOST,OTHER,SMALL,0
2163.37,1,8,1,CONTACTED,OTHER,SMALL,0
50623.16,2,0,0,CONTACTED,HEALTHCARE,LARGE,0
3297.67,0,4,0,CONTACTED,OTHER,MEDIUM,0
2941.15,1,7,0,NEW,TECHNOLOGY,MEDIUM,0
999.28,0,4,0,CONTACTED,TECHNOLOGY,SMALL,0
1981.2,1,6,0,NEW,OTHER,SMALL,0
715.61,8,12,3,NEGOCIATION,OTHER,SMALL,1
6485.29,3,1,1,LOST,TECHNOLOGY,MEDIUM,0
4603.09,0,7,1,NEW,TECHNOLOGY,MEDIUM,0
9708.76,1,7,1,LOST,TECHNOLOGY,MEDIUM,0
3284.11,4,4,0,NEW,TECHNOLOGY,MEDIUM,0
1633.27,1,13,0,CONTACTED,OTHER,SMALL,0
3168.78,7,0,0,QUALIFIED,HEALTHCARE,SMALL,0
3610.38,0,3,0,NEW,FINANCE,SMALL,0
1286.81,1,0,0,QUALIFIED,FINANCE,SMALL,0
1980.08,4,9,0,NEW,TECHNOLOGY,SMALL,0
27067.62,0,4,1,CONTACTED,TECHNOLOGY,LARGE,0
2179.45,2,1,0,NEW,HEALTHCARE,SMALL,0
18328.22,7,8,0,NEW,OTHER,LARGE,0
3431.29,2,3,0,CONTACTED,OTHER,SMALL,0
5867.64,7,6,0,NEW,TECHNOLOGY,LARGE,0
3817.39,4,0,3,NEW,OTHER,MEDIUM,0
30138.28,3,2,0,NEW,OTHER,LARGE,0
2272.45,2,4,0,QUALIFIED,OTHER,SMALL,0
11066.25,0,2,0,LOST,FINANCE,MEDIUM,0
50958.04,4,6,0,NEW,FINANCE,LARGE,0
1567.49,14,27,7,WON,FINANCE,SMALL,1
3463.16,14,23,3,WON,TECHNOLOGY,SMALL,1
1265.19,0,2,0,NEW,TECHNOLOGY,SMALL,0
42261.05,7,11,3,CONTACTED,TECHNOLOGY,LARGE,0
14564.08,0,2,0,NEW,FINANCE,MEDIUM,0
10188.01,0,5,0,NEW,EDUCATION,MEDIUM,0
1906.23,1,3,2,LOST,FINANCE,SMALL,0
1531.66,7,5,0,CONTACTED,TECHNOLOGY,SMALL,0
1964.21,5,0,0,NEW,OTHER,MEDIUM,0
2111.74,6,9,2,LOST,OTHER,SMALL,0
2517.12,5,1,1,LOST,OTHER,MEDIUM,0
12642.33,0,3,0,NEW,OTHER,LARGE,0
996.88,0,7,0,NEW,HEALTHCARE,SMALL,0
3728.51,7,11,1,LOST,OTHER,MEDIUM,0
1782.93,3,4,1,NEW,TECHNOLOGY,SMALL,0
5791.63,0,8,1,CONTACTED,FINANCE,MEDIUM,0
1339.09,7,22,2,NEGOCIATION,TECHNOLOGY,SMALL,1
9335.41,5,8,2,NEW,TECHNOLOGY,MEDIUM,0
1629.29,4,1,0,NEW,TECHNOLOGY,SMALL,0
1219.43,2,0,0,LOST,HEALTHCARE,SMALL,0
5629.5,3,5,0,CONTACTED,OTHER,MEDIUM,0
4826.02,0,1,2,NEW,HEALTHCARE,SMALL,0
6009.5,12,12,0,CONTACTED,TECHNOLOGY,MEDIUM,0
1508.05,3,3,1,QUALIFIED,OTHER,SMALL,0
1965.54,2,4,0,QUALIFIED,HEALTHCARE,MEDIUM,0
1620.18,3,1,0,CONTACTED,FINANCE,SMALL,0
5658.74,3,0,1,LOST,EDUCATION,MEDIUM,0
1489.52,3,0,0,CONTACTED,TECHNOLOGY,SMALL,0
786.28,7,1,0,LOST,FINANCE,SMALL,0
1181.71,3,6,1,NEW,OTHER,SMALL,0
11763.1,4,12,1,NEW,TECHNOLOGY,MEDIUM,0
3703.38,5,0,0,NEW,FINANCE,SMALL,0
11841.35,0,1,0,NEW,OTHER,LARGE,0
35275.0,4,9,0,NEW,EDUCATION,LARGE,0
1002.96,7,6,1,NEW,TECHNOLOGY,SMALL,0
11413.93,0,0,1,NEW,TECHNOLOGY,MEDIUM,0
2043.91,5,2,0,NEW,TECHNOLOGY,SMALL,0
2906.84,4,3,0,CONTACTED,HEALTHCARE,SMALL,0
1756.26,1,4,0,LOST,FINANCE,MEDIUM,0
7380.39,12,27,2,NEGOCIATION,TECHNOLOGY,MEDIUM,1
4892.19,3,5,1,NEW,OTHER,MEDIUM,0
2768.23,7,24,4,NEGOCIATION,HEALTHCARE,SMALL,1
2856.73,10,21,2,PROPOSITION,TECHNOLOGY,SMALL,1
1868.5,1,3,0,NEW,HEALTHCARE,SMALL,0
3427.21,7,10,0,CONTACTED,EDUCATION,MEDIUM,0
7846.46,4,9,0,NEW,TECHNOLOGY,MEDIUM,0
4740.54,0,1,1,LOST,TECHNOLOGY,MEDIUM,0
1168.65,1,4,2,NEW,OTHER,SMALL,0
1141.3,0,11,2,NEW,FINANCE,SMALL,0
863.87,3,6,0,NEW,HEALTHCARE,SMALL,0
1400.88,2,7,0,CONTACTED,FINANCE,SMALL,0
3138.02,8,22,3,NEGOCIATION,TECHNOLOGY,SMALL,1
5468.16,16,15,3,WON,TECHNOLOGY,MEDIUM,1
15201.7,2,2,0,LOST,FINANCE,LARGE,0
7965.81,11,22,5,NEGOCIATION,TECHNOLOGY,MEDIUM,1
1192.45,0,17,6,NEGOCIATION,TECHNOLOGY,SMALL,1
1896.33,4,2,1,NEW,OTHER,SMALL,0
19423.88,3,0,0,LOST,OTHER,LARGE,0
2669.28,1,2,0,CONTACTED,OTHER,SMALL,0
7302.27,0,5,0,CONTACTED,OTHER,LARGE,0
1181.93,2,7,0,LOST,TECHNOLOGY,SMALL,0
797.02,0,7,0,LOST,OTHER,SMALL,0
18366.48,1,3,0,LOST,TECHNOLOGY,LARGE,0
3313.35,1,8,0,CONTACTED,OTHER,SMALL,0
3629.07,1,8,0,NEW,OTHER,MEDIUM,0
3617.69,14,33,6,WON,EDUCATION,MEDIUM,1
2795.77,7,5,2,CONTACTED,OTHER,SMALL,0
3084.9,4,1,0,CONTACTED,HEALTHCARE,SMALL,0
4660.4,0,3,0,LOST,TECHNOLOGY,MEDIUM,0
7411.8,0,3,0,NEW,FINANCE,MEDIUM,0
1055.24,1,10,0,CONTACTED,HEALTHCARE,SMALL,0
57790.64,1,6,0,CONTACTED,TECHNOLOGY,LARGE,0
5294.13,3,2,0,LOST,HEALTHCARE,SMALL,0
2346.33,14,19,7,WON,OTHER,SMALL,1
637.68,3,7,0,QUALIFIED,TECHNOLOGY,SMALL,0
1367.7,8,11,3,WON,OTHER,SMALL,1
2456.3,6,7,1,NEW,OTHER,SMALL,0
16398.77,0,9,1,CONTACTED,OTHER,LARGE,0
3415.57,0,0,0,CONTACTED,OTHER,SMALL,0
2426.19,1,7,1,NEW,HEALTHCARE,SMALL,0
1269.99,2,6,0,CONTACTED,OTHER,SMALL,0
5010.84,8,21,4,NEGOCIATION,OTHER,MEDIUM,1
11781.86,21,15,7,NEGOCIATION,TECHNOLOGY,LARGE,1
1650.29,2,5,0,CONTACTED,FINANCE,SMALL,0
1370.19,1,8,1,LOST,EDUCATION,SMALL,0
3253.16,6,3,0,NEW,TECHNOLOGY,SMALL,0
5208.29,0,0,0,CONTACTED,HEALTHCARE,SMALL,0
883.95,2,7,0,LOST,EDUCATION,SMALL,0
691.17,6,6,0,NEW,TECHNOLOGY,SMALL,0
1599.45,5,6,0,CONTACTED,HEALTHCARE,SMALL,0
1976.24,14,16,7,PROPOSITION,OTHER,MEDIUM,1
1850.31,5,9,0,LOST,FINANCE,SMALL,0
37207.11,3,5,0,CONTACTED,TECHNOLOGY,LARGE,0
62686.37,2,7,0,CONTACTED,TECHNOLOGY,LARGE,0
5546.03,7,6,2,NEW,FINANCE,MEDIUM,0
1641.59,3,7,0,CONTACTED,OTHER,SMALL,0
672.37,4,3,0,CONTACTED,TECHNOLOGY,SMALL,0
1831.87,0,4,0,QUALIFIED,HEALTHCARE,SMALL,0
5129.55,0,2,0,CONTACTED,TECHNOLOGY,MEDIUM,0
2488.61,3,6,0,NEW,FINANCE,SMALL,0
13414.06,1,3,0,NEW,OTHER,LARGE,0
16243.74,4,2,2,CONTACTED,EDUCATION,LARGE,0
863.5,6,11,1,NEW,TECHNOLOGY,SMALL,0
1242.93,2,5,0,QUALIFIED,FINANCE,MEDIUM,0
1038.73,14,16,4,PROPOSITION,TECHNOLOGY,SMALL,1
824.55,5,6,3,QUALIFIED,FINANCE,SMALL,0
2139.56,8,2,0,LOST,EDUCATION,SMALL,0
1395.4,0,3,1,CONTACTED,TECHNOLOGY,SMALL,0
15111.84,3,4,0,NEW,TECHNOLOGY,LARGE,0
1105.21,3,7,0,CONTACTED,FINANCE,SMALL,0
359.14,4,1,0,NEW,OTHER,SMALL,0
12148.81,4,0,0,NEW,OTHER,MEDIUM,0
2696.84,5,0,0,NEW,TECHNOLOGY,MEDIUM,0
1471.14,1,6,0,LOST,OTHER,SMALL,0
7955.16,2,0,0,CONTACTED,FINANCE,LARGE,0
8805.73,4,0,1,NEW,FINANCE,MEDIUM,0
1942.47,0,5,2,QUALIFIED,OTHER,SMALL,0
1196.09,2,4,0,NEW,OTHER,SMALL,0
1486.06,7,3,2,NEW,OTHER,SMALL,0
13452.33,6,4,0,LOST,HEALTHCARE,MEDIUM,0
4704.23,0,11,0,LOST,FINANCE,MEDIUM,0
4407.05,3,9,2,CONTACTED,OTHER,MEDIUM,0
1129.25,3,8,1,QUALIFIED,TECHNOLOGY,SMALL,0
701.14,2,2,0,LOST,HEALTHCARE,SMALL,0
1669.0,0,4,0,QUALIFIED,FINANCE,SMALL,0
2127.58,5,8,0,QUALIFIED,EDUCATION,SMALL,0
9506.69,2,6,1,CONTACTED,TECHNOLOGY,MEDIUM,0
1275.26,3,0,0,LOST,TECHNOLOGY,MEDIUM,0
1030.14,4,0,1,NEW,OTHER,SMALL,0
1352.39,6,0,1,CONTACTED,TECHNOLOGY,SMALL,0
1804.9,8,5,0,QUALIFIED,HEALTHCARE,SMALL,0
1681.57,0,12,0,NEW,TECHNOLOGY,SMALL,0
1701.31,0,6,0,NEW,TECHNOLOGY,SMALL,0
2217.31,2,5,0,NEW,TECHNOLOGY,SMALL,0
1150.96,6,4,1,CONTACTED,TECHNOLOGY,SMALL,0
2884.4,8,0,0,CONTACTED,OTHER,SMALL,0
2245.6,0,10,0,NEW,TECHNOLOGY,SMALL,0
1540.84,6,7,0,LOST,OTHER,SMALL,0
12842.88,1,8,1,CONTACTED,HEALTHCARE,MEDIUM,0
3937.13,0,9,0,NEW,FINANCE,SMALL,0
42320.49,0,5,0,QUALIFIED,HEALTHCARE,LARGE,0
399.7,8,6,1,NEW,HEALTHCARE,SMALL,0
3981.73,0,3,0,CONTACTED,OTHER,SMALL,0
2690.22,0,7,0,CONTACTED,TECHNOLOGY,SMALL,0
4930.54,0,12,0,CONTACTED,FINANCE,SMALL,0
10326.6,5,0,0,CONTACTED,OTHER,MEDIUM,0
3980.53,5,4,0,NEW,OTHER,SMALL,0
40743.78,0,0,1,LOST,OTHER,LARGE,0
56618.17,5,14,1,CONTACTED,FINANCE,LARGE,0
16260.18,2,6,0,NEW,OTHER,MEDIUM,0
5596.7,4,8,0,LOST,FINANCE,MEDIUM,0
1913.45,1,5,0,NEW,FINANCE,MEDIUM,0
1550.4,5,2,0,CONTACTED,TECHNOLOGY,SMALL,0
6210.32,12,20,2,WON,HEALTHCARE,MEDIUM,1
1877.03,3,9,0,LOST,TECHNOLOGY,SMALL,0
969.44,0,2,0,CONTACTED,FINANCE,SMALL,0
799.88,4,7,1,NEW,OTHER,SMALL,0
3150.46,9,9,0,CONTACTED,TECHNOLOGY,MEDIUM,0
38770.61,4,3,0,CONTACTED,TECHNOLOGY,LARGE,0
3984.51,0,0,0,LOST,TECHNOLOGY,SMALL,0
8518.03,5,17,0,QUALIFIED,OTHER,MEDIUM,0
3067.79,1,3,1,NEW,HEALTHCARE,SMALL,0
1736.44,10,7,0,NEW,FINANCE,SMALL,0
756.69,0,3,0,LOST,OTHER,SMALL,0
1439.99,2,0,0,CONTACTED,OTHER,SMALL,0
1588.61,9,25,2,WON,FINANCE,SMALL,1
3647.4,7,5,0,NEW,EDUCATION,MEDIUM,0
5078.73,4,3,0,LOST,OTHER,MEDIUM,0
2254.56,14,29,4,WON,EDUCATION,SMALL,1
2769.74,2,7,0,CONTACTED,TECHNOLOGY,SMALL,0
4159.41,1,2,1,NEW,OTHER,MEDIUM,0
1568.3,0,10,0,NEW,HEALTHCARE,MEDIUM,0
1420.21,18,15,7,WON,TECHNOLOGY,SMALL,1
1847.99,0,0,0,CONTACTED,FINANCE,SMALL,0
51842.5,0,2,0,NEW,TECHNOLOGY,LARGE,0
3495.79,4,4,1,NEW,TECHNOLOGY,MEDIUM,0
2336.18,14,15,2,WON,OTHER,SMALL,1
2090.26,6,1,0,LOST,TECHNOLOGY,SMALL,0
5045.95,4,1,1,NEW,FINANCE,MEDIUM,0
2879.2,2,2,0,QUALIFIED,HEALTHCARE,SMALL,0
13869.0,1,6,0,QUALIFIED,TECHNOLOGY,LARGE,0
1356.15,2,0,0,NEW,OTHER,SMALL,0
4879.8,14,21,3,WON,TECHNOLOGY,MEDIUM,1
1312.81,5,4,0,NEW,FINANCE,SMALL,0
2330.89,2,1,0,NEW,FINANCE,SMALL,0
13369.96,3,8,1,CONTACTED,TECHNOLOGY,LARGE,0
2024.65,3,5,0,CONTACTED,TECHNOLOGY,SMALL,0
4628.08,0,1,0,LOST,EDUCATION,MEDIUM,0
2013.16,0,2,0,NEW,OTHER,SMALL,0
1436.74,4,0,2,CONTACTED,TECHNOLOGY,SMALL,0
1526.08,4,4,0,LOST,EDUCATION,SMALL,0
5206.2,0,5,0,LOST,EDUCATION,MEDIUM,0
2000.27,8,15,7,WON,OTHER,SMALL,1
1804.25,7,9,2,NEW,FINANCE,SMALL,0
4241.54,8,5,0,LOST,FINANCE,SMALL,0
2712.32,4,11,0,LOST,FINANCE,MEDIUM,0
4729.04,0,1,0,LOST,EDUCATION,MEDIUM,0
823.19,5,2,0,NEW,OTHER,SMALL,0
2177.74,10,21,6,NEGOCIATION,TECHNOLOGY,SMALL,1
10090.28,7,8,1,NEW,FINANCE,LARGE,0
1573.17,5,3,1,NEW,OTHER,SMALL,0
16975.98,0,0,0,LOST,OTHER,LARGE,0
26812.51,3,0,1,NEW,OTHER,LARGE,0
3527.43,12,9,3,WON,OTHER,MEDIUM,1
1342.58,3,0,0,LOST,FINANCE,SMALL,0
11631.98,10,2,0,LOST,HEALTHCARE,MEDIUM,0
5829.81,4,12,1,LOST,EDUCATION,MEDIUM,0
